Municipio,Provincia,Comunidad Autónoma,Habitantes (2022),Carril Bici,Rating,Distancia a Madrid (km),Tiempo de viaje a Madrid (Min),Precio medio vivienda (EUR/m2),Indice de calidad del aire (ICA),Tipo_vivienda,Precio,Superficie,Habitaciones,Baños,Comprado
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,11000.0,392.0,5,5,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1350.0,50.0,2,1,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,3000.0,117.0,2,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1600.0,99.0,2,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2800.0,116.0,3,4,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Chalet,12000.0,1.203,7,9,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,4300.0,172.0,3,3,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2500.0,147.0,3,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,3500.0,190.0,4,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,8500.0,350.0,4,5,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2900.0,145.0,3,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,8000.0,204.0,3,4,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2675.0,82.0,1,1,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,3950.0,129.0,2,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,8800.0,366.0,5,4,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1950.0,90.0,2,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2900.0,88.0,3,3,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2800.0,176.0,2,3,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1300.0,53.0,2,1,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,862.0,45.0,1,1,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,6500.0,430.0,4,5,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2400.0,100.0,1,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2300.0,55.0,1,1,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2250.0,140.0,3,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,4500.0,200.0,2,3,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1800.0,90.0,2,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,3900.0,210.0,4,4,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1500.0,52.0,2,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1000.0,87.0,2,1,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1800.0,62.0,1,1,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1300.0,98.0,2,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1500.0,84.0,3,1,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,8200.0,272.0,3,3,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Casa pareada,3000.0,225.0,4,3,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2900.0,143.0,4,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,3500.0,131.0,3,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,9000.0,420.0,4,5,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Casa pareada,5500.0,232.0,6,4,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2500.0,65.0,1,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,982.0,54.0,2,1,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1700.0,56.0,1,1,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1290.0,113.0,3,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2950.0,105.0,2,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1250.0,78.0,3,1,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,3300.0,70.0,1,1,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,3300.0,91.0,1,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,3200.0,116.0,2,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2800.0,77.0,1,1,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1500.0,121.0,3,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1300.0,141.0,4,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2500.0,90.0,2,1,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1300.0,143.0,3,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,6900.0,311.0,4,5,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2700.0,110.0,3,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,3300.0,230.0,3,3,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2800.0,180.0,4,3,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1550.0,108.0,2,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,10000.0,300.0,2,3,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1100.0,90.0,3,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,6900.0,294.0,3,4,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1500.0,41.0,1,1,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2950.0,54.0,1,1,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,4100.0,129.0,2,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,3200.0,183.0,4,3,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1200.0,80.0,2,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,3500.0,217.0,3,3,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,4000.0,180.0,2,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,3500.0,191.0,4,3,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,4300.0,144.0,3,3,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1750.0,65.0,1,1,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2300.0,80.0,2,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,14000.0,336.0,3,5,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,932.0,51.0,2,1,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1475.0,73.0,1,1,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2000.0,90.0,2,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1800.0,61.0,2,1,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,3650.0,138.0,3,3,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,4200.0,224.0,3,3,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,4500.0,110.0,1,1,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,3100.0,94.0,1,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2080.0,55.0,1,1,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,4800.0,100.0,2,3,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2050.0,118.0,4,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,3400.0,155.0,2,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,4400.0,237.0,6,3,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1550.0,80.0,1,1,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Casa,4300.0,260.0,4,3,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,3100.0,150.0,4,3,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,3200.0,163.0,3,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2600.0,100.0,3,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2200.0,138.0,3,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,8300.0,460.0,6,5,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2950.0,80.0,2,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1550.0,45.0,1,1,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1800.0,74.0,1,1,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,3100.0,101.0,2,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,3450.0,111.0,2,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,4100.0,240.0,4,4,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,4800.0,243.0,4,3,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2500.0,124.0,3,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2700.0,140.0,3,3,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,4500.0,183.0,2,3,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1250.0,60.0,1,1,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,8800.0,366.0,5,4,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2100.0,55.0,1,1,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,14000.0,410.0,5,5,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,3000.0,127.0,3,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,937.0,54.0,1,1,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Casa pareada,3500.0,247.0,4,3,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2350.0,67.0,2,1,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,5150.0,309.0,4,3,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,775.0,40.0,1,1,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,3000.0,143.0,2,3,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,4300.0,157.0,4,3,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1145.0,85.0,2,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,6800.0,158.0,4,3,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1200.0,55.0,1,1,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2700.0,74.0,1,1,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2200.0,81.0,3,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2850.0,85.0,1,1,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2200.0,80.0,1,1,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,3500.0,151.0,2,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2700.0,155.0,2,3,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1190.0,89.0,1,1,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2600.0,110.0,1,1,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,3800.0,160.0,4,4,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2000.0,50.0,1,1,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,3450.0,200.0,4,4,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1500.0,45.0,1,1,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2450.0,75.0,1,1,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1600.0,140.0,3,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1400.0,124.0,4,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2200.0,120.0,3,3,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1250.0,95.0,2,1,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Casa,5000.0,250.0,4,4,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1700.0,80.0,2,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,3700.0,105.0,1,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1250.0,75.0,2,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2350.0,180.0,3,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1200.0,79.0,1,1,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,6000.0,264.0,4,4,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2900.0,105.0,3,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,3600.0,167.0,4,3,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1600.0,80.0,2,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Casa pareada,4900.0,286.0,4,4,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,3900.0,187.0,3,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,895.0,62.0,3,1,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1200.0,100.0,3,1,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2350.0,138.0,4,3,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1500.0,104.0,4,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Casa,5900.0,420.0,6,8,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,5100.0,160.0,2,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Casa,6900.0,570.0,6,6,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2500.0,160.0,3,3,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1300.0,60.0,2,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2200.0,65.0,1,1,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1690.0,116.0,3,3,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,950.0,70.0,2,1,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,750.0,41.0,1,1,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1900.0,130.0,2,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1300.0,57.0,2,1,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,3200.0,200.0,5,3,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1200.0,94.0,3,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,3900.0,328.0,5,4,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,800.0,42.0,2,1,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1180.0,75.0,2,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,3500.0,270.0,3,4,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,4500.0,390.0,5,3,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1400.0,140.0,2,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1200.0,84.0,2,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2650.0,130.0,3,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2500.0,120.0,2,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,4500.0,179.0,3,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2000.0,126.0,2,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2250.0,85.0,2,1,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1350.0,58.0,2,1,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,925.0,40.0,1,1,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2400.0,72.0,2,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2850.0,185.0,4,3,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1000.0,43.0,2,1,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1200.0,93.0,3,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1350.0,76.0,2,1,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1800.0,59.0,1,1,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2100.0,140.0,4,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1400.0,75.0,2,1,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1790.0,108.0,3,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,899.0,55.0,1,1,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2200.0,85.0,2,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1500.0,80.0,1,1,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1800.0,102.0,3,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1200.0,70.0,2,1,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1400.0,56.0,1,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,950.0,65.0,1,1,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,8200.0,330.0,3,4,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,3200.0,88.0,2,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2300.0,70.0,2,1,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1950.0,59.0,1,1,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2800.0,90.0,2,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,875.0,48.0,3,1,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,3000.0,120.0,4,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1020.0,55.0,1,1,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1190.0,90.0,3,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2200.0,75.0,2,1,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1090.0,65.0,2,1,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,3200.0,90.0,1,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,925.0,57.0,2,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1250.0,102.0,3,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1600.0,73.0,3,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1620.0,70.0,2,1,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2000.0,70.0,2,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2600.0,105.0,1,1,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1200.0,54.0,1,1,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2700.0,140.0,3,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2650.0,91.0,1,1,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2700.0,95.0,2,1,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1500.0,157.0,3,1,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1400.0,60.0,2,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,3800.0,230.0,5,3,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1100.0,71.0,3,1,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1200.0,78.0,3,1,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,900.0,76.0,1,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,4600.0,182.0,2,2,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1450.0,75.0,1,1,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1200.0,100.0,3,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,3000.0,170.0,4,3,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,850.0,40.0,1,1,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1850.0,100.0,2,1,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,5400.0,414.0,5,4,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1700.0,120.0,2,1,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,890.0,60.0,1,1,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1450.0,115.0,3,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2100.0,56.0,2,1,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,900.0,45.0,1,1,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,900.0,49.0,1,1,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,1190.0,77.0,3,1,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,14000.0,400.0,5,4,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2900.0,160.0,4,3,1
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,2900.0,105.0,2,2,0
Madrid Capital,Madrid,Madrid,3280782.0,1,8.9,0,0,3935,149,Piso,900.0,55.0,1,1,1
